wavelength,370,373.3333333,376.6666667,380,383.3333333,386.6666667,390,393.3333333,396.6666667,400,403.3333333,406.6666667,410,413.3333333,416.6666667,420,423.3333333,426.6666667,430,433.3333333,436.6666667,440,443.3333333,446.6666667,450,453.3333333,456.6666667,460,463.3333333,466.6666667,470,473.3333333,476.6666667,480,483.3333333,486.6666667,490,493.3333333,496.6666667,500,503.3333333,506.6666667,510,513.3333333,516.6666667,520,523.3333333,526.6666667,530,533.3333333,536.6666667,540,543.3333333,546.6666667,550,553.3333333,556.6666667,560,563.3333333,566.6666667,570,573.3333333,576.6666667,580,583.3333333,586.6666667,590,593.3333333,596.6666667,600,603.3333333,606.6666667,610,613.3333333,616.6666667,620,623.3333333,626.6666667,630,633.3333333,636.6666667,640,643.3333333,646.6666667,650,653.3333333,656.6666667,660,663.3333333,666.6666667,670,673.3333333,676.6666667,680,683.3333333,686.6666667,690,693.3333333,696.6666667,700,703.3333333,706.6666667,710,713.3333333,716.6666667,720,723.3333333,726.6666667,730,733.3333333,736.6666667,740,743.3333333,746.6666667,750,753.3333333,756.6666667,760,763.3333333,766.6666667,770
R,0.00383634,0.00230474,0.00198375,0.00144122,0.00119451,0.00122419,0.00126329,0.00121156,0.00106061,0.000965332,0.00110631,0.00183937,0.00201259,0.00359289,0.00761724,0.00659305,0.00780073,0.0114288,0.017328,0.0268543,0.0406517,0.05701,0.0694681,0.0707825,0.0609678,0.0462676,0.0328563,0.0236274,0.0183894,0.0152902,0.0130964,0.0116827,0.0109883,0.0106803,0.0104843,0.0103695,0.0105752,0.0109099,0.0111154,0.011456,0.0119241,0.0119763,0.012213,0.0128701,0.0136074,0.0144288,0.0152929,0.0155894,0.0155009,0.0149459,0.0137407,0.0121832,0.0105739,0.00932634,0.00845424,0.00818484,0.00839364,0.00914141,0.0110066,0.0154889,0.0262509,0.0496761,0.0936624,0.165686,0.272138,0.410628,0.567193,0.730218,0.895173,1.05139,1.178992,1.269423,1.335681,1.385786,1.41506,1.425577,1.426735,1.419648,1.404732,1.380355,1.341032,1.289124,1.233507,1.178357,1.123362,1.066382,1.005663,0.940368,0.874504,0.810677,0.749968,0.692348,0.63789,0.586621,0.537594,0.491258,0.447679,0.40725,0.370102,0.336695,0.305215,0.274382,0.244833,0.218938,0.196566,0.176216,0.157535,0.140174,0.124807,0,0,0,0,0,0,0,0,0,0,0,0
G,0.00875373,0.00484193,0.00334487,0.00279584,0.00257138,0.00237219,0.00214417,0.00201878,0.00211218,0.00201083,0.00254017,0.00296659,0.00244973,0.00429704,0.00876917,0.00450687,0.00254988,0.00266037,0.00335802,0.00486789,0.00747009,0.0111697,0.0146126,0.0163196,0.015642,0.0135592,0.0116586,0.0113631,0.0146104,0.0226459,0.0382147,0.0648154,0.10283,0.149709,0.203688,0.263761,0.332801,0.41646,0.514718,0.625724,0.746796,0.868055,0.98422,1.096471,1.200168,1.291616,1.369833,1.432038,1.480125,1.515228,1.532276,1.527115,1.506421,1.473846,1.42482,1.366855,1.310298,1.246788,1.171337,1.095971,1.027685,0.961332,0.893191,0.828513,0.769756,0.7103,0.643241,0.570472,0.496461,0.421884,0.346656,0.273979,0.209003,0.154946,0.112603,0.0812972,0.0592729,0.044575,0.0348478,0.0281085,0.0237063,0.0206052,0.0182744,0.0160371,0.014492,0.0132432,0.0127281,0.0115433,0.0103852,0.0104793,0.0108686,0.0113538,0.0118923,0.0135912,0.0155004,0.0169874,0.0190997,0.0212123,0.0230294,0.024843,0.0264878,0.0269269,0.0269564,0.0271691,0.0264718,0.0256178,0.0250447,0.0243477,0.0234945,0,0,0,0,0,0,0,0,0,0,0,0
B,0.0146373,0.00812761,0.00596927,0.00535819,0.00498797,0.00443216,0.0046749,0.00474424,0.0048916,0.00555886,0.00713112,0.0102496,0.0149423,0.0279188,0.0556711,0.096054,0.18118,0.337877,0.607488,1.057009,1.747247,2.649753,3.496772,3.916074,3.781669,3.243356,2.576888,1.9852,1.526211,1.164165,0.877339,0.667007,0.524382,0.433853,0.378745,0.348007,0.336644,0.338839,0.346041,0.352548,0.353419,0.342703,0.321541,0.293178,0.258456,0.221262,0.186658,0.15785,0.135988,0.119466,0.105825,0.0932204,0.080689,0.0682925,0.0561413,0.0453798,0.0364134,0.0284144,0.0222505,0.0180826,0.0159637,0.0144668,0.0133743,0.0124711,0.0123003,0.0117672,0.0109154,0.0105075,0.0100445,0.00944799,0.0090034,0.00865987,0.00875796,0.00908482,0.00958504,0.00968184,0.0100233,0.0109933,0.0122328,0.0133691,0.0147751,0.01685,0.0192991,0.0217166,0.0244686,0.0277421,0.0317268,0.0336056,0.0340108,0.0341355,0.0336616,0.0328632,0.0309678,0.0283368,0.025615,0.0232908,0.0214773,0.0207123,0.0197931,0.0182101,0.0169425,0.0149238,0.0132525,0.0124491,0.0101501,0.00839915,0.00827654,0.00863638,0.00911605,0,0,0,0,0,0,0,0,0,0,0,0
W,0.0227878,0.0114635,0.00738225,0.00679887,0.00659032,0.0062542,0.00598859,0.00583591,0.00626316,0.00703942,0.00875132,0.0120171,0.0176663,0.0316482,0.0598192,0.10194,0.190025,0.35104,0.627999,1.088116,1.794816,2.716523,3.57741,3.999172,3.85428,3.298609,2.616907,2.016354,1.555757,1.199394,0.927178,0.742423,0.636724,0.59223,0.591129,0.620467,0.678259,0.764126,0.869607,0.987246,1.10866,1.219154,1.314227,1.397871,1.466731,1.521303,1.565451,1.598857,1.624432,1.64243,1.645241,1.625983,1.591298,1.545402,1.483765,1.414823,1.348645,1.277894,1.199239,1.124797,1.064893,1.020027,0.994492,1.001007,1.046783,1.123906,1.21093,1.297893,1.386582,1.46601,1.516094,1.533255,1.5339,1.529608,1.51647,1.495874,1.475246,1.453923,1.430185,1.40094,1.359354,1.306525,1.251508,1.197849,1.14464,1.08989,1.031546,0.969045,0.905402,0.842964,0.78222,0.723873,0.668401,0.617523,0.569015,0.522765,0.47978,0.440345,0.404521,0.372174,0.340625,0.309203,0.27942,0.252052,0.227528,0.205763,0.185758,0.167209,0.150803,0,0,0,0,0,0,0,0,0,0,0,0
