CTI3   

DESCRIPTOR "Argyll Calibration Target chart information 3"
ORIGINATOR "Argyll dispread"
CREATED "Wed Mar 15 10:50:42 2017"
DEVICE_CLASS "DISPLAY"
SINGLE_DIM_STEPS "256"
COLOR_REP "RGB_XYZ"
TARGET_INSTRUMENT "GretagMacbeth i1 Pro"
DISPLAY_TYPE_REFRESH "YES"
INSTRUMENT_TYPE_SPECTRAL "YES"
SPECTRAL_BANDS "109"
SPECTRAL_START_NM "370.000000"
SPECTRAL_END_NM "730.000000"
LUMINANCE_XYZ_CDM2 "247.252134 236.746270 302.753301"
NORMALIZED_TO_Y_100 "YES"

NUMBER_OF_FIELDS 116
BEGIN_DATA_FORMAT
SAMPLE_ID RGB_R RGB_G RGB_B XYZ_X XYZ_Y XYZ_Z SPEC_370 SPEC_373 SPEC_377 SPEC_380 SPEC_383 SPEC_387 SPEC_390 SPEC_393 SPEC_397 SPEC_400 SPEC_403 SPEC_407 SPEC_410 SPEC_413 SPEC_417 SPEC_420 SPEC_423 SPEC_427 SPEC_430 SPEC_433 SPEC_437 SPEC_440 SPEC_443 SPEC_447 SPEC_450 SPEC_453 SPEC_457 SPEC_460 SPEC_463 SPEC_467 SPEC_470 SPEC_473 SPEC_477 SPEC_480 SPEC_483 SPEC_487 SPEC_490 SPEC_493 SPEC_497 SPEC_500 SPEC_503 SPEC_507 SPEC_510 SPEC_513 SPEC_517 SPEC_520 SPEC_523 SPEC_527 SPEC_530 SPEC_533 SPEC_537 SPEC_540 SPEC_543 SPEC_547 SPEC_550 SPEC_553 SPEC_557 SPEC_560 SPEC_563 SPEC_567 SPEC_570 SPEC_573 SPEC_577 SPEC_580 SPEC_583 SPEC_587 SPEC_590 SPEC_593 SPEC_597 SPEC_600 SPEC_603 SPEC_607 SPEC_610 SPEC_613 SPEC_617 SPEC_620 SPEC_623 SPEC_627 SPEC_630 SPEC_633 SPEC_637 SPEC_640 SPEC_643 SPEC_647 SPEC_650 SPEC_653 SPEC_657 SPEC_660 SPEC_663 SPEC_667 SPEC_670 SPEC_673 SPEC_677 SPEC_680 SPEC_683 SPEC_687 SPEC_690 SPEC_693 SPEC_697 SPEC_700 SPEC_703 SPEC_707 SPEC_710 SPEC_713 SPEC_717 SPEC_720 SPEC_723 SPEC_727 SPEC_730 
END_DATA_FORMAT

NUMBER_OF_SETS 787
BEGIN_DATA
1 100.0000 100.0000 100.0000 104.4376 100.0000 127.8809 0.0161636 0.00985407 0.00762050 0.00660193 0.00610531 0.00573720 0.00495131 0.00507520 0.00544100 0.00613225 0.00794758 0.0109711 0.0162531 0.0278780 0.0519850 0.100151 0.191930 0.355850 0.639453 1.112467 1.836939 2.774811 3.635641 4.037370 3.863895 3.288735 2.601484 2.003120 1.544777 1.189544 0.918637 0.736271 0.633621 0.590921 0.590876 0.621837 0.682091 0.771560 0.880848 1.002566 1.128851 1.244190 1.343381 1.431058 1.503575 1.560937 1.606932 1.642368 1.669705 1.688560 1.691523 1.671461 1.635225 1.587483 1.523166 1.451195 1.382877 1.310097 1.228466 1.150941 1.088566 1.041571 1.014526 1.020910 1.067732 1.146706 1.236893 1.327984 1.420336 1.503104 1.555044 1.571998 1.572386 1.567947 1.554079 1.532667 1.511695 1.489866 1.465089 1.434872 1.392685 1.338225 1.280781 1.225221 1.171716 1.115753 1.054319 0.989828 0.925356 0.862067 0.800185 0.740205 0.683819 0.631205 0.581583 0.534365 0.489489 0.449572 0.413689 0.379560 0.346988 0.314354 0.283168 0.255212 0.230150 0.207884 0.187058 0.166976 0.150804 
2 0.00000 24.31373 0.00000 1.387908 2.444261 0.480312 0.00107770 0.000538259 0.000272394 0.000121372 0.0000793227 0.000160293 0.000197507 0.000172441 0.000222173 0.000302104 0.000253565 0.000140874 -0.0000163614 0.000126795 0.000481254 0.000596818 0.000730051 0.00101513 0.00153509 0.00248855 0.00415768 0.00626698 0.00807298 0.00888776 0.00850944 0.00718222 0.00566153 0.00437322 0.00346811 0.00308177 0.00306861 0.00360399 0.00468326 0.00615414 0.00791441 0.00995511 0.0123773 0.0153050 0.0188390 0.0228682 0.0272580 0.0316049 0.0357643 0.0398264 0.0436193 0.0469378 0.0497773 0.0520401 0.0537856 0.0549447 0.0555979 0.0554730 0.0547219 0.0535318 0.0516770 0.0496212 0.0476056 0.0452154 0.0423455 0.0396173 0.0372485 0.0348337 0.0324789 0.0302826 0.0283858 0.0264321 0.0242562 0.0218739 0.0192750 0.0166932 0.0142186 0.0117594 0.00955079 0.00767839 0.00621839 0.00502462 0.00416778 0.00364922 0.00334477 0.00290928 0.00263724 0.00270063 0.00261310 0.00224396 0.00219010 0.00218492 0.00196897 0.00189446 0.00169290 0.00142304 0.00146201 0.00154427 0.00149457 0.00143307 0.00124479 0.00105402 0.00116014 0.00136955 0.00146463 0.00155083 0.00155336 0.00130760 0.00139688 0.00160312 0.00150653 0.00106305 0.000643359 0.00103186 0.00107901 
3 0.00000 25.49020 0.00000 1.539702 2.724438 0.508774 0.00103059 0.000791678 0.000465726 0.000258176 0.000436002 0.000562723 0.000332177 0.000165438 0.000268588 0.000307446 0.000260479 0.000298529 0.000355257 0.000455508 0.000587838 0.000616928 0.000658798 0.000958524 0.00154758 0.00261418 0.00426429 0.00627701 0.00808169 0.00887816 0.00851611 0.00725139 0.00575574 0.00447743 0.00363687 0.00324147 0.00325860 0.00390693 0.00519087 0.00682926 0.00874355 0.0110008 0.0137247 0.0171011 0.0209695 0.0254551 0.0304702 0.0353425 0.0399548 0.0445069 0.0486827 0.0523141 0.0554810 0.0580247 0.0599507 0.0612986 0.0620137 0.0618330 0.0610699 0.0597459 0.0577040 0.0553659 0.0529997 0.0503746 0.0473119 0.0443480 0.0415834 0.0387962 0.0362116 0.0337850 0.0317049 0.0294996 0.0269815 0.0243828 0.0215821 0.0186036 0.0157445 0.0130140 0.0104617 0.00832414 0.00667930 0.00542444 0.00450388 0.00394180 0.00360152 0.00326292 0.00289200 0.00283363 0.00277453 0.00251358 0.00247721 0.00227780 0.00199287 0.00190359 0.00167979 0.00157865 0.00153052 0.00156830 0.00167545 0.00179791 0.00161480 0.00149693 0.00160655 0.00163166 0.00173076 0.00186516 0.00180338 0.00169155 0.00171508 0.00165622 0.00146270 0.00142811 0.00147857 0.00143193 0.00162696 
4 43.52941 0.00000 0.00000 6.822336 3.563660 0.528470 0.00165348 0.000795607 0.000340382 0.000307715 0.000395470 0.000432866 0.000264371 0.0000739642 0.000151115 0.000256908 0.000231298 0.000117388 0.000202572 0.000445567 0.000820830 0.00107945 0.00149577 0.00220487 0.00346793 0.00571296 0.00910407 0.0131120 0.0162877 0.0171305 0.0154203 0.0122995 0.00912322 0.00673953 0.00520578 0.00418108 0.00338757 0.00291579 0.00262675 0.00247894 0.00244298 0.00247725 0.00266305 0.00284355 0.00296105 0.00328952 0.00367679 0.00382871 0.00396105 0.00413837 0.00429529 0.00452406 0.00469022 0.00480457 0.00480770 0.00469897 0.00459610 0.00437504 0.00403030 0.00368456 0.00338643 0.00333305 0.00328172 0.00313959 0.00322764 0.00377440 0.00527807 0.00863342 0.0151630 0.0257626 0.0417017 0.0623078 0.0855663 0.110012 0.134840 0.158637 0.178006 0.191266 0.201103 0.208752 0.213003 0.214300 0.214272 0.212984 0.210705 0.207088 0.201799 0.194805 0.186583 0.177518 0.168662 0.160014 0.151117 0.141721 0.131988 0.122445 0.113514 0.104771 0.0963522 0.0885460 0.0811016 0.0740078 0.0672862 0.0611124 0.0555349 0.0506598 0.0460687 0.0413984 0.0371222 0.0334379 0.0300779 0.0265752 0.0231237 0.0206498 0.0187645 
5 72.94118 0.00000 0.00000 23.32070 11.98570 1.159970 0.000781902 0.000768735 0.000674284 0.000647444 0.000592294 0.000521750 0.000417063 0.000300702 0.000208641 0.000231458 0.000334861 0.000411658 0.000284034 0.000695755 0.00162733 0.00248370 0.00357765 0.00553263 0.00849480 0.0137385 0.0214519 0.0304800 0.0373790 0.0383017 0.0332516 0.0254863 0.0183027 0.0131251 0.0101407 0.00829014 0.00699243 0.00624771 0.00586275 0.00570535 0.00563746 0.00556352 0.00575963 0.00604296 0.00630026 0.00660007 0.00687317 0.00694254 0.00702299 0.00749534 0.00809689 0.00867225 0.00900246 0.00929462 0.00930218 0.00887503 0.00828562 0.00750623 0.00670397 0.00589263 0.00536384 0.00517175 0.00534715 0.00570801 0.00634707 0.00859426 0.0140753 0.0260544 0.0484990 0.0854077 0.140549 0.212232 0.293426 0.378031 0.464137 0.546497 0.613690 0.660481 0.694552 0.721116 0.736349 0.740944 0.740896 0.736763 0.728910 0.716738 0.698150 0.673420 0.644314 0.613375 0.583120 0.553888 0.523091 0.490034 0.455910 0.422669 0.391247 0.361599 0.332686 0.305293 0.279956 0.256244 0.232888 0.211477 0.192145 0.174862 0.159174 0.143026 0.127957 0.114318 0.102198 0.0914764 0.0811474 0.0717292 0.0639486 
6 77.25490 0.00000 0.00000 27.23017 13.97952 1.308199 0.00143727 0.000976578 0.000800515 0.000560240 0.000336406 0.000269064 0.000138623 -0.0000736150 0.0000942757 0.000144596 0.000135257 0.000399723 0.000547712 0.000899921 0.00169737 0.00266064 0.00407296 0.00637141 0.00993404 0.0157479 0.0243525 0.0345732 0.0423408 0.0433430 0.0375446 0.0284752 0.0202432 0.0146446 0.0112267 0.00922366 0.00791116 0.00708973 0.00664155 0.00633766 0.00618645 0.00616310 0.00633915 0.00663157 0.00712207 0.00740018 0.00759844 0.00787057 0.00798954 0.00833875 0.00882978 0.00948514 0.0100373 0.0102056 0.0101507 0.00964016 0.00902542 0.00823118 0.00734462 0.00658107 0.00599308 0.00571725 0.00574146 0.00594220 0.00684790 0.00975755 0.0160826 0.0297434 0.0562944 0.0998332 0.164251 0.248045 0.342738 0.441335 0.542137 0.638637 0.716981 0.771683 0.811586 0.842032 0.860242 0.866279 0.866006 0.860906 0.851796 0.837582 0.815980 0.786638 0.752361 0.716308 0.681586 0.647330 0.610974 0.572230 0.532498 0.493561 0.457003 0.422011 0.388482 0.357004 0.327193 0.298787 0.272235 0.246736 0.223699 0.203939 0.185819 0.167376 0.149441 0.133066 0.118787 0.106503 0.0951873 0.0848596 0.0752879 
